frame_number,monkey_ID,monkey_name,monkey_id_confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_confidence,nose_x,nose_y,nose_confidence,left_eye_x,left_eye_y,left_eye_confidence,right_eye_x,right_eye_y,right_eye_confidence,left_ear_x,left_ear_y,left_ear_confidence,right_ear_x,right_ear_y,right_ear_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_ankle_x,left_ankle_y,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_confidence
69,0,Elm,0.6712,1612.2,264.5,1887.4,517.6,0.9036,1686.12,347.79,0.0000,1710.29,340.81,0.0000,1696.86,328.45,0.0000,1765.08,337.58,0.0000,1612.00,253.26,0.0000,1812.88,347.79,0.0000,1802.67,291.93,0.0000,1813.42,414.39,0.0000,1714.05,393.44,0.0000,1732.31,379.48,0.0000,1695.25,347.25,0.0000,1695.79,487.97,0.0000,1759.17,527.72,0.0000,1612.00,424.60,0.0000,1612.00,416.54,0.0000,1612.00,435.34,0.0000,1612.00,417.61,0.0000
70,0,Elm,0.6887,1613.1,262.8,1889.3,518.0,0.8962,1682.54,343.40,0.0000,1705.72,339.09,0.0000,1697.63,323.99,0.0000,1762.32,337.47,0.0000,1613.00,252.30,0.0000,1806.52,350.41,0.0000,1804.37,291.65,0.0000,1811.91,414.02,0.0000,1721.35,392.99,0.0000,1613.00,382.75,0.0000,1682.54,352.56,0.0000,1697.09,487.33,0.0000,1613.00,527.76,0.0000,1613.00,424.26,0.0000,1613.00,415.63,0.0000,1613.00,435.58,0.0000,1613.00,417.25,0.0000
71,0,Elm,0.6819,1613.8,262.1,1889.0,518.0,0.9088,1682.82,344.18,0.0000,1705.38,338.81,0.0000,1697.86,326.99,0.0000,1758.02,337.20,0.0000,1613.00,252.33,0.0000,1805.82,346.86,0.0000,1803.67,286.17,0.0000,1814.42,416.15,0.0000,1715.05,392.52,0.0000,1613.00,407.02,0.0000,1710.22,352.23,0.0000,1696.79,487.59,0.0000,1613.00,526.79,0.0000,1613.00,423.13,0.0000,1613.00,404.33,0.0000,1613.00,434.41,0.0000,1613.00,416.15,0.0000
71,0,Elm,0.7311,1441.1,124.7,1859.1,504.1,0.9412,1441.00,104.41,0.0000,1441.00,104.41,0.0000,1441.00,104.41,0.0000,1858.18,174.62,0.0000,1758.58,140.33,0.0000,1734.91,248.91,0.0000,1441.00,104.41,0.0000,1727.56,317.49,0.0000,1607.55,269.32,0.0000,1764.30,298.71,0.0000,1441.00,104.41,0.0000,1547.95,350.14,0.0000,1441.00,104.41,0.0000,1654.90,334.63,0.0000,1441.00,104.41,0.0000,1584.69,408.93,0.0000,1441.00,104.41,0.0000
72,0,Elm,0.6914,1613.5,261.0,1890.1,518.3,0.9126,1682.79,344.32,0.0000,1706.05,338.91,0.0000,1697.94,326.46,0.0000,1759.07,336.74,0.0000,1613.00,251.26,0.0000,1807.22,346.48,0.0000,1805.06,290.76,0.0000,1812.09,413.57,0.0000,1716.33,404.37,0.0000,1613.00,382.19,0.0000,1705.51,351.89,0.0000,1697.94,487.14,0.0000,1613.00,527.72,0.0000,1613.00,423.30,0.0000,1613.00,415.19,0.0000,1613.00,434.67,0.0000,1613.00,527.72,0.0000
72,0,Elm,0.7311,1441.0,125.2,1858.4,504.7,0.9446,1441.00,105.45,0.0000,1441.00,105.45,0.0000,1441.00,105.45,0.0000,1857.19,175.50,0.0000,1757.01,141.29,0.0000,1734.20,249.61,0.0000,1441.00,105.45,0.0000,1717.10,318.03,0.0000,1441.00,105.45,0.0000,1763.52,299.29,0.0000,1441.00,105.45,0.0000,1547.69,350.60,0.0000,1441.00,105.45,0.0000,1654.39,335.13,0.0000,1441.00,105.45,0.0000,1584.34,410.06,0.0000,1441.00,105.45,0.0000
73,0,Elm,0.6691,1612.6,261.4,1889.9,517.4,0.9073,1682.33,343.23,0.0000,1709.92,337.82,0.0000,1697.48,325.38,0.0000,1762.40,335.66,0.0000,1612.00,250.18,0.0000,1805.68,354.05,0.0000,1804.06,289.67,0.0000,1814.88,414.65,0.0000,1714.79,403.83,0.0000,1612.00,383.81,0.0000,1695.86,344.86,0.0000,1696.40,486.60,0.0000,1760.24,526.64,0.0000,1612.00,421.68,0.0000,1612.00,414.65,0.0000,1612.00,433.04,0.0000,1612.00,526.64,0.0000
73,0,Elm,0.7311,1440.5,125.0,1857.9,505.3,0.9434,1440.00,107.08,0.0000,1440.00,107.08,0.0000,1440.00,107.08,0.0000,1856.19,177.12,0.0000,1756.82,142.10,0.0000,1733.20,250.43,0.0000,1440.00,107.08,0.0000,1731.57,319.65,0.0000,1606.96,270.79,0.0000,1761.71,319.65,0.0000,1729.95,262.64,0.0000,1546.69,352.23,0.0000,1440.00,107.08,0.0000,1653.39,336.76,0.0000,1440.00,107.08,0.0000,1583.34,405.17,0.0000,1440.00,107.08,0.0000
74,0,Elm,0.6620,1613.2,264.1,1887.3,517.5,0.9067,1685.78,345.88,0.0000,1711.47,342.67,0.0000,1705.05,328.75,0.0000,1765.52,337.32,0.0000,1795.49,253.30,0.0000,1804.59,347.48,0.0000,1805.66,292.90,0.0000,1814.22,415.98,0.0000,1714.68,392.97,0.0000,1709.86,378.52,0.0000,1704.51,346.95,0.0000,1697.02,487.16,0.0000,1613.00,526.76,0.0000,1613.00,422.94,0.0000,1613.00,417.05,0.0000,1613.00,485.55,0.0000,1613.00,486.62,0.0000
74,0,Elm,0.7311,1440.4,143.0,1849.3,504.0,0.9355,1440.00,119.04,0.0000,1817.85,237.26,0.0000,1440.00,119.04,0.0000,1848.20,187.73,0.0000,1782.70,178.15,0.0000,1751.54,260.43,0.0000,1440.00,119.04,0.0000,1725.98,343.51,0.0000,1440.00,119.04,0.0000,1755.54,327.53,0.0000,1737.96,261.23,0.0000,1593.38,389.84,0.0000,1440.00,119.04,0.0000,1672.46,352.29,0.0000,1440.00,119.04,0.0000,1587.78,411.41,0.0000,1440.00,119.04,0.0000
75,0,Elm,0.6492,1615.4,268.6,1886.0,518.3,0.8982,1683.28,348.45,0.0000,1712.39,343.69,0.0000,1704.98,330.99,0.0000,1768.50,341.04,0.0000,1799.20,257.41,0.0000,1803.96,343.16,0.0000,1812.43,297.11,0.0000,1810.31,407.73,0.0000,1711.86,402.97,0.0000,1615.00,257.41,0.0000,1615.00,257.41,0.0000,1684.87,476.54,0.0000,1615.00,527.88,0.0000,1615.00,419.91,0.0000,1615.00,419.38,0.0000,1615.00,428.91,0.0000,1615.00,527.88,0.0000
75,0,Elm,0.7311,1442.2,151.5,1854.2,501.8,0.9371,1442.00,120.42,0.0000,1821.81,246.76,0.0000,1442.00,120.42,0.0000,1748.59,193.65,0.0000,1442.00,120.42,0.0000,1742.95,250.78,0.0000,1442.00,120.42,0.0000,1714.79,330.45,0.0000,1613.40,274.12,0.0000,1760.66,330.45,0.0000,1442.00,120.42,0.0000,1569.14,378.73,0.0000,1442.00,120.42,0.0000,1662.48,347.34,0.0000,1442.00,120.42,0.0000,1584.43,414.94,0.0000,1442.00,120.42,0.0000
76,0,Elm,0.6466,1613.2,269.4,1886.5,518.3,0.9002,1682.32,346.31,0.0000,1710.58,343.65,0.0000,1697.78,331.92,0.0000,1766.56,277.00,0.0000,1730.30,267.93,0.0000,1803.89,351.11,0.0000,1818.28,302.06,0.0000,1809.75,407.63,0.0000,1714.84,402.30,0.0000,1710.58,382.04,0.0000,1709.51,356.98,0.0000,1683.38,478.02,0.0000,1759.10,529.74,0.0000,1613.00,426.29,0.0000,1613.00,420.43,0.0000,1613.00,437.49,0.0000,1613.00,529.74,0.0000
76,0,Elm,0.7311,1442.4,152.4,1854.6,501.4,0.9356,1442.00,119.81,0.0000,1821.81,249.37,0.0000,1442.00,119.81,0.0000,1749.39,193.04,0.0000,1442.00,119.81,0.0000,1742.15,261.44,0.0000,1442.00,119.81,0.0000,1714.79,329.84,0.0000,1442.00,119.81,0.0000,1759.85,329.84,0.0000,1730.08,268.68,0.0000,1569.14,378.12,0.0000,1442.00,119.81,0.0000,1662.48,346.73,0.0000,1442.00,119.81,0.0000,1583.62,414.33,0.0000,1442.00,119.81,0.0000
77,0,Elm,0.6566,1613.9,263.7,1887.5,518.4,0.8983,1682.57,346.48,0.0000,1710.93,342.74,0.0000,1697.55,328.82,0.0000,1766.05,343.27,0.0000,1731.27,264.07,0.0000,1804.59,347.55,0.0000,1812.61,297.79,0.0000,1817.96,416.59,0.0000,1714.68,392.51,0.0000,1613.00,253.37,0.0000,1695.95,347.02,0.0000,1712.00,487.77,0.0000,1759.63,526.83,0.0000,1613.00,424.08,0.0000,1613.00,417.12,0.0000,1613.00,486.16,0.0000,1613.00,526.83,0.0000
77,0,Elm,0.7311,1442.8,152.9,1850.0,500.8,0.9347,1442.00,121.72,0.0000,1819.72,254.80,0.0000,1442.00,121.72,0.0000,1745.61,194.23,0.0000,1442.00,121.72,0.0000,1740.03,250.81,0.0000,1442.00,121.72,0.0000,1712.14,329.70,0.0000,1442.00,121.72,0.0000,1757.56,311.38,0.0000,1724.89,268.34,0.0000,1546.39,378.31,0.0000,1442.00,121.72,0.0000,1660.34,346.44,0.0000,1442.00,121.72,0.0000,1582.25,413.38,0.0000,1442.00,121.72,0.0000
78,0,Elm,0.6748,1615.2,266.0,1888.9,518.6,0.9002,1683.78,347.65,0.0000,1712.58,343.91,0.0000,1699.25,330.58,0.0000,1767.50,344.98,0.0000,1725.91,266.07,0.0000,1805.89,341.78,0.0000,1806.95,300.19,0.0000,1814.95,417.50,0.0000,1716.84,394.04,0.0000,1615.00,255.40,0.0000,1697.65,355.11,0.0000,1684.85,476.15,0.0000,1615.00,527.87,0.0000,1615.00,418.56,0.0000,1615.00,418.56,0.0000,1615.00,436.16,0.0000,1615.00,527.87,0.0000
78,0,Elm,0.7311,1442.6,153.6,1845.6,499.3,0.9338,1442.00,124.66,0.0000,1823.75,255.32,0.0000,1442.00,124.66,0.0000,1741.89,196.29,0.0000,1773.37,197.87,0.0000,1736.38,263.20,0.0000,1442.00,124.66,0.0000,1708.83,330.10,0.0000,1442.00,124.66,0.0000,1752.91,330.10,0.0000,1442.00,124.66,0.0000,1545.11,378.11,0.0000,1442.00,124.66,0.0000,1658.46,346.63,0.0000,1442.00,124.66,0.0000,1587.62,413.53,0.0000,1442.00,124.66,0.0000
79,0,Elm,0.6753,1613.8,266.4,1888.0,518.5,0.8934,1682.29,347.64,0.0000,1710.75,341.73,0.0000,1698.40,329.92,0.0000,1766.08,343.88,0.0000,1730.63,269.22,0.0000,1805.29,349.25,0.0000,1803.67,294.47,0.0000,1811.19,434.65,0.0000,1714.51,394.37,0.0000,1711.29,379.87,0.0000,1710.22,354.62,0.0000,1696.79,488.36,0.0000,1613.00,528.65,0.0000,1613.00,424.98,0.0000,1613.00,418.00,0.0000,1613.00,428.21,0.0000,1613.00,476.55,0.0000
79,0,Elm,0.7311,1442.9,152.6,1850.2,499.9,0.9339,1442.00,121.72,0.0000,1818.92,252.41,0.0000,1442.00,121.72,0.0000,1746.41,194.23,0.0000,1442.00,121.72,0.0000,1739.23,261.97,0.0000,1442.00,121.72,0.0000,1711.34,329.70,0.0000,1442.00,121.72,0.0000,1757.56,311.38,0.0000,1442.00,121.72,0.0000,1546.39,378.31,0.0000,1442.00,121.72,0.0000,1660.34,346.44,0.0000,1442.00,121.72,0.0000,1583.05,413.38,0.0000,1442.00,121.72,0.0000
80,0,Elm,0.6715,1615.1,267.8,1887.8,518.2,0.8892,1683.53,348.81,0.0000,1706.38,342.97,0.0000,1697.88,330.75,0.0000,1766.94,340.31,0.0000,1731.34,267.00,0.0000,1805.19,349.88,0.0000,1803.59,295.69,0.0000,1811.03,435.41,0.0000,1712.22,394.50,0.0000,1615.00,412.03,0.0000,1615.00,355.72,0.0000,1685.12,488.00,0.0000,1615.00,527.84,0.0000,1615.00,425.31,0.0000,1615.00,418.94,0.0000,1615.00,428.50,0.0000,1615.00,527.84,0.0000
80,0,Elm,0.7311,1442.4,152.5,1851.7,501.0,0.9359,1442.00,121.64,0.0000,1819.85,247.86,0.0000,1442.00,121.64,0.0000,1747.15,190.34,0.0000,1442.00,121.64,0.0000,1740.76,262.24,0.0000,1442.00,121.64,0.0000,1712.00,330.14,0.0000,1607.36,275.02,0.0000,1759.13,311.77,0.0000,1442.00,121.64,0.0000,1546.65,378.87,0.0000,1442.00,121.64,0.0000,1660.88,346.91,0.0000,1442.00,121.64,0.0000,1583.39,414.02,0.0000,1442.00,121.64,0.0000
81,0,Elm,0.6776,1616.7,265.1,1888.9,518.8,0.8966,1713.75,272.97,0.0000,1728.62,255.44,0.0000,1728.09,255.44,0.0000,1767.94,279.88,0.0000,1783.34,255.44,0.0000,1806.72,332.47,0.0000,1805.12,294.75,0.0000,1815.22,416.94,0.0000,1712.69,393.03,0.0000,1713.75,295.28,0.0000,1712.16,287.31,0.0000,1727.56,488.12,0.0000,1761.56,526.91,0.0000,1616.00,424.38,0.0000,1616.00,418.00,0.0000,1616.00,526.91,0.0000,1616.00,526.91,0.0000
81,0,Elm,0.7311,1444.1,147.2,1856.3,496.7,0.9348,1444.00,114.81,0.0000,1819.79,237.12,0.0000,1444.00,114.81,0.0000,1750.59,184.02,0.0000,1773.92,181.60,0.0000,1744.95,257.24,0.0000,1444.00,114.81,0.0000,1716.79,324.84,0.0000,1608.96,275.75,0.0000,1762.66,324.84,0.0000,1444.00,114.81,0.0000,1582.41,373.92,0.0000,1444.00,114.81,0.0000,1655.63,342.54,0.0000,1444.00,114.81,0.0000,1584.82,416.57,0.0000,1444.00,114.81,0.0000
82,0,Elm,0.7010,1619.5,264.9,1892.3,518.5,0.9108,1687.25,347.71,0.0000,1710.18,340.25,0.0000,1698.98,329.05,0.0000,1762.43,338.65,0.0000,1619.00,254.40,0.0000,1810.42,348.25,0.0000,1808.29,292.79,0.0000,1720.31,401.03,0.0000,1720.31,405.83,0.0000,1619.00,383.44,0.0000,1674.45,361.04,0.0000,1702.18,487.95,0.0000,1765.10,526.87,0.0000,1619.00,417.56,0.0000,1619.00,417.03,0.0000,1619.00,435.16,0.0000,1619.00,417.03,0.0000
82,0,Elm,0.7311,1445.6,131.2,1859.6,491.0,0.9378,1445.00,103.51,0.0000,1809.68,216.71,0.0000,1445.00,103.51,0.0000,1732.86,173.05,0.0000,1766.01,163.34,0.0000,1746.61,246.63,0.0000,1445.00,103.51,0.0000,1719.11,314.55,0.0000,1608.34,271.70,0.0000,1765.20,314.55,0.0000,1445.00,103.51,0.0000,1550.93,394.60,0.0000,1445.00,103.51,0.0000,1667.36,335.57,0.0000,1445.00,103.51,0.0000,1586.50,409.16,0.0000,1445.00,103.51,0.0000
83,0,Elm,0.7311,1438.9,123.7,1851.3,504.4,0.9465,1438.00,106.87,0.0000,1805.02,206.89,0.0000,1438.00,106.87,0.0000,1745.33,156.07,0.0000,1757.43,153.65,0.0000,1727.58,249.64,0.0000,1438.00,106.87,0.0000,1711.45,317.40,0.0000,1604.97,273.84,0.0000,1756.62,290.78,0.0000,1727.58,260.94,0.0000,1516.24,350.47,0.0000,1438.00,106.87,0.0000,1659.83,334.34,0.0000,1438.00,106.87,0.0000,1587.23,410.97,0.0000,1438.00,106.87,0.0000
83,0,Elm,0.7127,1618.0,257.9,1892.3,518.6,0.9115,1685.75,344.55,0.0000,1709.38,341.86,0.0000,1698.10,324.68,0.0000,1758.26,339.71,0.0000,1617.00,249.48,0.0000,1809.29,352.61,0.0000,1807.67,288.69,0.0000,1719.59,396.65,0.0000,1685.75,249.48,0.0000,1617.00,381.61,0.0000,1617.00,249.48,0.0000,1688.97,484.20,0.0000,1764.17,523.94,0.0000,1617.00,413.84,0.0000,1617.00,412.76,0.0000,1617.00,439.62,0.0000,1617.00,382.15,0.0000
84,0,Elm,0.7311,1438.2,122.3,1847.2,506.2,0.9480,1438.00,109.22,0.0000,1801.47,205.08,0.0000,1438.00,109.22,0.0000,1721.58,158.75,0.0000,1747.95,144.37,0.0000,1724.78,250.61,0.0000,1438.00,109.22,0.0000,1708.80,298.54,0.0000,1603.36,274.58,0.0000,1753.54,291.35,0.0000,1723.98,261.79,0.0000,1515.49,349.67,0.0000,1438.00,109.22,0.0000,1647.29,334.49,0.0000,1438.00,109.22,0.0000,1591.38,407.98,0.0000,1438.00,109.22,0.0000
84,0,Elm,0.7143,1617.9,259.9,1891.0,517.6,0.9128,1685.78,343.25,0.0000,1708.71,337.38,0.0000,1700.71,325.65,0.0000,1757.77,335.78,0.0000,1736.44,262.20,0.0000,1807.89,345.38,0.0000,1806.29,290.46,0.0000,1718.84,397.63,0.0000,1717.78,296.86,0.0000,1617.00,381.64,0.0000,1685.25,349.11,0.0000,1687.92,485.08,0.0000,1763.10,524.00,0.0000,1617.00,414.70,0.0000,1617.00,414.16,0.0000,1617.00,440.29,0.0000,1617.00,396.57,0.0000
85,0,Elm,0.7311,1438.5,123.5,1844.2,508.3,0.9524,1438.00,111.90,0.0000,1793.25,207.85,0.0000,1438.00,111.90,0.0000,1719.50,161.06,0.0000,1745.67,145.20,0.0000,1719.50,251.46,0.0000,1438.00,111.90,0.0000,1706.82,293.49,0.0000,1602.14,271.29,0.0000,1751.22,251.46,0.0000,1438.00,111.90,0.0000,1514.92,350.58,0.0000,1438.00,111.90,0.0000,1645.76,327.59,0.0000,1438.00,111.90,0.0000,1591.04,410.05,0.0000,1438.00,111.90,0.0000
85,0,Elm,0.6985,1621.7,262.4,1885.8,516.6,0.9027,1687.00,336.25,0.0000,1708.66,335.73,0.0000,1698.34,321.81,0.0000,1760.22,333.16,0.0000,1621.00,256.84,0.0000,1806.11,339.86,0.0000,1804.05,288.30,0.0000,1810.75,404.83,0.0000,1714.84,404.83,0.0000,1621.00,378.53,0.0000,1673.08,353.27,0.0000,1689.58,481.66,0.0000,1762.28,520.33,0.0000,1621.00,423.91,0.0000,1621.00,424.42,0.0000,1621.00,449.17,0.0000,1621.00,520.33,0.0000
86,0,Elm,0.7311,1437.0,122.2,1837.4,508.5,0.9472,1436.00,114.17,0.0000,1788.44,207.37,0.0000,1436.00,114.17,0.0000,1714.04,163.51,0.0000,1740.67,143.15,0.0000,1716.39,249.66,0.0000,1436.00,114.17,0.0000,1716.39,318.58,0.0000,1594.99,271.59,0.0000,1746.15,252.79,0.0000,1718.74,252.79,0.0000,1511.97,350.70,0.0000,1436.00,114.17,0.0000,1651.38,327.98,0.0000,1436.00,114.17,0.0000,1591.86,407.87,0.0000,1436.00,114.17,0.0000
86,0,Elm,0.7154,1630.8,257.8,1888.1,514.9,0.9162,1669.81,337.12,0.0000,1695.00,332.59,0.0000,1685.43,323.52,0.0000,1749.43,333.59,0.0000,1725.24,257.00,0.0000,1774.12,345.69,0.0000,1803.85,287.74,0.0000,1710.12,396.08,0.0000,1725.24,319.99,0.0000,1630.00,380.46,0.0000,1680.89,345.18,0.0000,1697.52,477.21,0.0000,1768.07,514.50,0.0000,1630.00,427.32,0.0000,1630.00,438.91,0.0000,1630.00,465.62,0.0000,1630.00,514.50,0.0000
87,0,Elm,0.7311,1435.1,120.4,1827.1,508.0,0.9512,1435.00,116.94,0.0000,1784.12,205.75,0.0000,1435.00,116.94,0.0000,1826.23,165.17,0.0000,1732.83,142.97,0.0000,1710.62,249.39,0.0000,1676.94,175.89,0.0000,1694.55,291.50,0.0000,1590.42,270.83,0.0000,1738.95,291.50,0.0000,1435.00,116.94,0.0000,1535.30,363.47,0.0000,1493.95,340.50,0.0000,1645.55,325.19,0.0000,1435.00,116.94,0.0000,1588.12,404.81,0.0000,1435.00,116.94,0.0000
87,0,Elm,0.7091,1630.6,249.9,1887.9,514.5,0.9129,1667.27,340.09,0.0000,1692.11,328.71,0.0000,1682.28,321.46,0.0000,1741.80,327.67,0.0000,1714.37,249.00,0.0000,1781.65,340.09,0.0000,1791.48,286.78,0.0000,1708.67,395.99,0.0000,1625.86,397.54,0.0000,1625.86,375.81,0.0000,1666.75,345.79,0.0000,1721.09,475.18,0.0000,1767.68,513.48,0.0000,1625.86,423.94,0.0000,1625.86,435.85,0.0000,1625.86,448.27,0.0000,1625.86,513.48,0.0000
88,0,Elm,0.7311,1433.3,120.4,1826.9,507.9,0.9480,1433.00,116.93,0.0000,1776.88,205.20,0.0000,1433.00,116.93,0.0000,1697.81,174.50,0.0000,1728.52,143.79,0.0000,1708.56,252.02,0.0000,1675.55,175.27,0.0000,1693.21,317.27,0.0000,1433.00,116.93,0.0000,1737.73,291.94,0.0000,1433.00,116.93,0.0000,1533.55,364.09,0.0000,1492.87,341.06,0.0000,1643.32,325.71,0.0000,1433.00,116.93,0.0000,1594.19,404.00,0.0000,1433.00,116.93,0.0000
88,0,Elm,0.7161,1637.1,249.2,1889.4,513.6,0.9214,1666.91,343.88,0.0000,1688.05,332.02,0.0000,1681.34,321.19,0.0000,1744.77,327.89,0.0000,1630.81,249.00,0.0000,1778.28,342.33,0.0000,1779.31,280.97,0.0000,1713.31,399.56,0.0000,1630.81,249.00,0.0000,1630.81,375.33,0.0000,1676.70,344.91,0.0000,1739.09,474.33,0.0000,1772.09,512.48,0.0000,1630.81,431.02,0.0000,1630.81,435.14,0.0000,1630.81,512.48,0.0000,1630.81,512.48,0.0000
89,0,Elm,0.7311,1434.3,120.6,1821.3,508.0,0.9464,1434.00,120.00,0.0000,1773.50,207.15,0.0000,1434.00,120.00,0.0000,1821.24,167.74,0.0000,1724.24,145.77,0.0000,1706.05,250.34,0.0000,1434.00,120.00,0.0000,1690.90,280.66,0.0000,1434.00,120.00,0.0000,1734.09,292.02,0.0000,1434.00,120.00,0.0000,1533.27,364.02,0.0000,1434.00,120.00,0.0000,1647.70,326.12,0.0000,1434.00,120.00,0.0000,1592.38,397.36,0.0000,1434.00,120.00,0.0000
89,0,Elm,0.7143,1638.6,249.5,1890.5,514.0,0.9310,1666.88,345.94,0.0000,1689.56,339.75,0.0000,1677.70,325.31,0.0000,1741.12,333.05,0.0000,1709.67,265.50,0.0000,1778.77,347.48,0.0000,1779.80,286.64,0.0000,1713.80,399.56,0.0000,1725.14,249.00,0.0000,1631.81,375.84,0.0000,1672.03,249.00,0.0000,1700.91,467.11,0.0000,1773.09,512.48,0.0000,1631.81,430.50,0.0000,1631.81,435.14,0.0000,1631.81,512.48,0.0000,1631.81,512.48,0.0000
90,0,Elm,0.7311,1433.7,123.5,1820.4,508.7,0.9424,1433.00,121.49,0.0000,1776.92,208.41,0.0000,1433.00,121.49,0.0000,1819.24,186.49,0.0000,1722.49,149.46,0.0000,1705.11,254.52,0.0000,1433.00,121.49,0.0000,1688.48,293.82,0.0000,1587.95,273.42,0.0000,1733.08,293.82,0.0000,1433.00,121.49,0.0000,1532.02,364.88,0.0000,1433.00,121.49,0.0000,1640.86,327.08,0.0000,1433.00,121.49,0.0000,1591.73,398.13,0.0000,1433.00,121.49,0.0000
90,0,Elm,0.7311,1642.9,248.5,1891.2,513.9,0.9356,1666.33,351.00,0.0000,1691.17,344.27,0.0000,1674.09,326.15,0.0000,1743.45,331.85,0.0000,1701.00,264.56,0.0000,1781.75,342.20,0.0000,1781.75,286.30,0.0000,1716.01,399.13,0.0000,1727.40,403.79,0.0000,1633.72,382.57,0.0000,1633.72,344.79,0.0000,1728.95,466.94,0.0000,1775.54,512.48,0.0000,1648.21,423.98,0.0000,1633.72,435.88,0.0000,1633.72,447.27,0.0000,1633.72,512.48,0.0000
91,0,Elm,0.7311,1434.5,124.8,1814.4,507.5,0.9393,1432.50,124.00,0.0000,1772.87,209.28,0.0000,1432.50,124.00,0.0000,1814.76,171.13,0.0000,1719.01,149.43,0.0000,1701.05,255.66,0.0000,1432.50,124.00,0.0000,1686.09,294.55,0.0000,1586.60,274.36,0.0000,1729.48,294.55,0.0000,1698.81,262.39,0.0000,1530.50,364.87,0.0000,1432.50,124.00,0.0000,1638.22,328.22,0.0000,1432.50,124.00,0.0000,1589.59,399.28,0.0000,1432.50,124.00,0.0000
91,0,Elm,0.7310,1644.6,246.4,1892.3,513.1,0.9431,1665.90,349.78,0.0000,1687.28,343.00,0.0000,1671.12,325.79,0.0000,1739.95,333.09,0.0000,1701.88,263.73,0.0000,1771.24,340.39,0.0000,1783.76,284.07,0.0000,1717.01,401.40,0.0000,1729.00,246.00,0.0000,1634.61,381.59,0.0000,1681.03,246.00,0.0000,1726.92,473.89,0.0000,1777.50,512.48,0.0000,1649.21,430.08,0.0000,1634.61,434.78,0.0000,1634.61,441.04,0.0000,1634.61,512.48,0.0000
92,0,Elm,0.7311,1433.9,123.5,1813.7,509.2,0.9392,1429.98,123.00,0.0000,1770.00,208.95,0.0000,1429.98,123.00,0.0000,1815.23,170.50,0.0000,1720.24,148.63,0.0000,1700.64,254.93,0.0000,1429.98,123.00,0.0000,1685.56,294.89,0.0000,1584.54,274.54,0.0000,1729.29,294.89,0.0000,1699.13,267.00,0.0000,1528.75,365.76,0.0000,1429.98,123.00,0.0000,1637.31,328.82,0.0000,1429.98,123.00,0.0000,1588.30,400.44,0.0000,1429.98,123.00,0.0000
92,0,Elm,0.7309,1645.5,245.7,1892.7,513.4,0.9460,1634.53,245.00,0.0000,1687.40,342.36,0.0000,1671.17,327.18,0.0000,1739.22,332.41,0.0000,1701.53,268.03,0.0000,1771.15,344.98,0.0000,1784.23,284.26,0.0000,1634.53,245.00,0.0000,1729.27,245.00,0.0000,1634.53,386.85,0.0000,1688.45,245.00,0.0000,1704.15,466.41,0.0000,1777.95,512.48,0.0000,1649.19,430.30,0.0000,1634.53,440.77,0.0000,1634.53,440.77,0.0000,1634.53,512.48,0.0000
93,0,Elm,0.7311,1433.3,123.4,1816.8,508.6,0.9376,1431.50,123.00,0.0000,1768.37,201.96,0.0000,1431.50,123.00,0.0000,1815.74,123.00,0.0000,1718.74,148.57,0.0000,1690.92,255.34,0.0000,1431.50,123.00,0.0000,1686.41,255.34,0.0000,1584.89,277.90,0.0000,1737.54,256.10,0.0000,1700.70,265.87,0.0000,1530.00,378.66,0.0000,1431.50,123.00,0.0000,1644.30,334.30,0.0000,1431.50,123.00,0.0000,1589.41,400.47,0.0000,1431.50,123.00,0.0000
93,0,Elm,0.7311,1646.7,236.6,1892.9,513.8,0.9362,1664.39,347.45,0.0000,1686.04,339.33,0.0000,1674.13,326.35,0.0000,1739.60,333.38,0.0000,1701.18,266.30,0.0000,1772.06,339.33,0.0000,1785.04,281.45,0.0000,1630.85,236.00,0.0000,1723.37,236.00,0.0000,1630.85,389.11,0.0000,1691.45,253.85,0.0000,1745.01,472.42,0.0000,1779.09,512.46,0.0000,1653.03,427.52,0.0000,1630.85,438.34,0.0000,1630.85,438.34,0.0000,1630.85,512.46,0.0000
94,0,Elm,0.7311,1433.8,125.7,1810.5,507.8,0.9363,1430.02,125.00,0.0000,1766.50,204.83,0.0000,1430.02,125.00,0.0000,1811.27,125.00,0.0000,1715.77,150.37,0.0000,1687.42,170.51,0.0000,1430.02,125.00,0.0000,1697.12,256.31,0.0000,1582.96,278.70,0.0000,1749.34,258.55,0.0000,1430.02,125.00,0.0000,1527.75,365.24,0.0000,1430.02,125.00,0.0000,1641.16,328.68,0.0000,1430.02,125.00,0.0000,1586.70,405.53,0.0000,1430.02,125.00,0.0000
