frame_number,monkey_ID,monkey_name,monkey_id_confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_confidence,nose_x,nose_y,nose_confidence,left_eye_x,left_eye_y,left_eye_confidence,right_eye_x,right_eye_y,right_eye_confidence,left_ear_x,left_ear_y,left_ear_confidence,right_ear_x,right_ear_y,right_ear_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_ankle_x,left_ankle_y,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_confidence
9,1,Jok,0.6625,1619.3,257.9,1883.3,515.9,0.8878,1686.03,326.61,0.0000,1713.88,332.80,0.0000,1754.09,326.61,0.0000,1766.47,329.70,0.0000,1798.44,253.91,0.0000,1619.00,253.91,0.0000,1823.70,292.06,0.0000,1619.00,253.91,0.0000,1716.45,400.34,0.0000,1741.20,333.31,0.0000,1735.02,347.75,0.0000,1742.23,479.75,0.0000,1770.08,517.39,0.0000,1619.00,417.88,0.0000,1619.00,411.69,0.0000,1619.00,436.44,0.0000,1619.00,517.39,0.0000
10,0,Elm,0.7310,1435.0,125.0,1834.7,509.1,0.9517,1435.00,117.77,0.0000,1789.58,208.16,0.0000,1435.00,117.77,0.0000,1711.65,166.08,0.0000,1733.47,151.28,0.0000,1714.77,254.92,0.0000,1681.26,188.68,0.0000,1699.18,296.22,0.0000,1597.87,273.62,0.0000,1749.84,279.08,0.0000,1725.68,260.38,0.0000,1510.59,352.33,0.0000,1435.00,117.77,0.0000,1655.54,330.51,0.0000,1435.00,117.77,0.0000,1589.30,410.00,0.0000,1544.88,410.78,0.0000
10,1,Jok,0.6478,1619.4,260.5,1883.8,516.4,0.8923,1685.00,333.73,0.0000,1706.14,332.19,0.0000,1695.83,313.62,0.0000,1766.47,331.67,0.0000,1619.00,255.88,0.0000,1811.84,354.88,0.0000,1818.03,287.84,0.0000,1693.25,382.72,0.0000,1674.17,255.88,0.0000,1619.00,349.72,0.0000,1619.00,352.30,0.0000,1676.23,471.41,0.0000,1760.28,519.36,0.0000,1619.00,413.66,0.0000,1619.00,412.62,0.0000,1619.00,430.16,0.0000,1619.00,519.36,0.0000
11,0,Elm,0.7311,1435.4,125.0,1834.4,511.1,0.9530,1435.00,117.77,0.0000,1790.36,206.61,0.0000,1435.00,117.77,0.0000,1711.65,166.86,0.0000,1734.25,150.50,0.0000,1714.77,254.92,0.0000,1681.26,188.68,0.0000,1699.18,302.46,0.0000,1597.09,274.40,0.0000,1743.60,321.94,0.0000,1726.46,255.70,0.0000,1537.09,352.33,0.0000,1435.00,117.77,0.0000,1649.31,330.51,0.0000,1435.00,117.77,0.0000,1590.08,403.77,0.0000,1435.00,117.77,0.0000
11,1,Jok,0.6371,1615.6,261.2,1879.0,516.8,0.8776,1681.26,333.43,0.0000,1710.03,329.83,0.0000,1709.52,256.89,0.0000,1763.96,329.83,0.0000,1804.03,256.89,0.0000,1797.87,347.81,0.0000,1835.88,295.42,0.0000,1696.16,383.25,0.0000,1670.48,256.89,0.0000,1615.00,367.33,0.0000,1708.49,256.89,0.0000,1682.80,471.61,0.0000,1755.75,519.38,0.0000,1615.00,414.07,0.0000,1615.00,414.07,0.0000,1615.00,430.00,0.0000,1615.00,519.38,0.0000
12,0,Elm,0.7311,1434.4,128.0,1834.0,511.9,0.9527,1434.00,120.19,0.0000,1789.47,209.25,0.0000,1434.00,120.19,0.0000,1711.34,168.62,0.0000,1734.00,149.09,0.0000,1714.47,257.69,0.0000,1434.00,120.19,0.0000,1698.84,324.09,0.0000,1598.06,277.22,0.0000,1744.16,281.91,0.0000,1434.00,120.19,0.0000,1536.34,355.34,0.0000,1434.00,120.19,0.0000,1648.84,333.47,0.0000,1434.00,120.19,0.0000,1588.69,405.34,0.0000,1434.00,120.19,0.0000
12,1,Jok,0.5341,1617.2,262.8,1885.0,516.3,0.9004,1683.75,336.57,0.0000,1711.39,335.53,0.0000,1699.39,318.84,0.0000,1767.19,331.88,0.0000,1617.00,255.74,0.0000,1804.21,347.52,0.0000,1837.07,294.85,0.0000,1711.39,391.85,0.0000,1711.91,405.41,0.0000,1617.00,351.70,0.0000,1658.20,353.78,0.0000,1684.79,471.64,0.0000,1759.89,522.22,0.0000,1617.00,415.32,0.0000,1617.00,415.32,0.0000,1617.00,431.48,0.0000,1617.00,522.22,0.0000
13,0,Elm,0.7311,1434.1,129.2,1832.6,513.4,0.9530,1434.00,121.23,0.0000,1788.47,209.07,0.0000,1434.00,121.23,0.0000,1831.22,169.42,0.0000,1734.05,149.99,0.0000,1713.84,255.71,0.0000,1434.00,121.23,0.0000,1697.52,324.11,0.0000,1597.24,277.47,0.0000,1742.61,286.80,0.0000,1434.00,121.23,0.0000,1535.83,355.21,0.0000,1434.00,121.23,0.0000,1647.77,333.44,0.0000,1434.00,121.23,0.0000,1588.69,405.73,0.0000,1434.00,121.23,0.0000
13,0,Elm,0.6944,1615.5,262.5,1885.5,516.2,0.9020,1683.03,335.83,0.0000,1711.50,334.25,0.0000,1698.32,319.48,0.0000,1767.40,278.35,0.0000,1615.00,253.56,0.0000,1812.23,346.38,0.0000,1837.54,293.64,0.0000,1715.72,397.53,0.0000,1710.45,405.44,0.0000,1710.98,298.39,0.0000,1615.00,253.56,0.0000,1685.14,482.96,0.0000,1759.49,523.04,0.0000,1615.00,414.40,0.0000,1615.00,414.93,0.0000,1615.00,431.80,0.0000,1615.00,523.04,0.0000
14,0,Elm,0.7311,1433.9,129.6,1831.7,513.6,0.9532,1433.00,121.23,0.0000,1787.47,209.07,0.0000,1433.00,121.23,0.0000,1830.22,147.66,0.0000,1733.83,149.99,0.0000,1712.84,255.71,0.0000,1433.00,121.23,0.0000,1711.29,324.11,0.0000,1596.24,277.47,0.0000,1741.61,298.46,0.0000,1723.73,258.82,0.0000,1509.18,354.43,0.0000,1433.00,121.23,0.0000,1659.21,333.44,0.0000,1433.00,121.23,0.0000,1596.24,404.96,0.0000,1433.00,121.23,0.0000
14,0,Elm,0.6919,1615.2,262.9,1886.5,517.2,0.9030,1683.28,336.10,0.0000,1711.86,334.51,0.0000,1698.63,320.22,0.0000,1766.38,330.81,0.0000,1615.00,253.53,0.0000,1812.96,346.69,0.0000,1819.31,285.82,0.0000,1716.62,398.03,0.0000,1711.33,400.15,0.0000,1710.80,372.62,0.0000,1649.93,353.04,0.0000,1685.40,484.30,0.0000,1760.03,524.00,0.0000,1615.00,416.03,0.0000,1615.00,431.90,0.0000,1615.00,432.43,0.0000,1615.00,524.00,0.0000
15,0,Elm,0.7311,1433.5,129.9,1830.3,513.5,0.9530,1433.00,122.80,0.0000,1786.58,208.87,0.0000,1433.00,122.80,0.0000,1829.22,149.16,0.0000,1732.30,151.49,0.0000,1712.14,247.63,0.0000,1433.00,122.80,0.0000,1695.86,300.36,0.0000,1603.59,278.65,0.0000,1740.83,260.04,0.0000,1433.00,122.80,0.0000,1508.99,346.88,0.0000,1433.00,122.80,0.0000,1646.23,334.48,0.0000,1433.00,122.80,0.0000,1595.06,405.81,0.0000,1433.00,122.80,0.0000
15,0,Elm,0.7026,1617.1,262.2,1887.1,516.9,0.9099,1684.50,337.41,0.0000,1707.70,334.77,0.0000,1696.10,319.48,0.0000,1767.29,331.08,0.0000,1617.00,253.56,0.0000,1805.79,346.90,0.0000,1806.84,276.77,0.0000,1717.72,398.05,0.0000,1712.98,298.39,0.0000,1617.00,372.21,0.0000,1674.48,352.70,0.0000,1687.66,484.01,0.0000,1761.49,523.04,0.0000,1617.00,414.93,0.0000,1617.00,431.80,0.0000,1617.00,440.24,0.0000,1617.00,424.95,0.0000
16,0,Elm,0.7311,1433.7,129.2,1829.7,514.0,0.9512,1433.00,122.81,0.0000,1785.69,207.12,0.0000,1433.00,122.81,0.0000,1707.57,149.11,0.0000,1730.00,155.30,0.0000,1710.66,236.51,0.0000,1433.00,122.81,0.0000,1695.20,299.16,0.0000,1602.38,278.27,0.0000,1740.05,287.55,0.0000,1433.00,122.81,0.0000,1534.32,354.84,0.0000,1433.00,122.81,0.0000,1644.92,333.19,0.0000,1433.00,122.81,0.0000,1595.42,405.12,0.0000,1433.00,122.81,0.0000
16,0,Elm,0.7092,1617.4,261.7,1889.5,516.6,0.9131,1685.00,337.50,0.0000,1707.84,334.31,0.0000,1696.69,318.38,0.0000,1760.44,331.66,0.0000,1617.00,252.50,0.0000,1806.66,346.53,0.0000,1757.78,275.34,0.0000,1718.47,398.06,0.0000,1686.06,297.12,0.0000,1617.00,372.03,0.0000,1658.44,351.84,0.0000,1688.19,484.66,0.0000,1762.56,523.97,0.0000,1617.00,421.44,0.0000,1617.00,432.59,0.0000,1617.00,440.56,0.0000,1617.00,383.72,0.0000
17,0,Elm,0.7311,1433.4,128.6,1832.1,514.5,0.9518,1433.00,121.77,0.0000,1788.36,208.27,0.0000,1433.00,121.77,0.0000,1831.22,148.26,0.0000,1731.47,150.60,0.0000,1712.77,209.05,0.0000,1433.00,121.77,0.0000,1711.99,299.45,0.0000,1598.99,278.40,0.0000,1742.38,299.45,0.0000,1724.46,259.70,0.0000,1508.59,346.20,0.0000,1433.00,121.77,0.0000,1646.53,333.73,0.0000,1433.00,121.77,0.0000,1596.65,405.43,0.0000,1433.00,121.77,0.0000
17,0,Elm,0.7014,1617.9,262.5,1888.4,516.5,0.9100,1684.75,338.22,0.0000,1707.51,335.04,0.0000,1696.39,317.58,0.0000,1763.09,331.34,0.0000,1617.00,253.53,0.0000,1805.43,347.22,0.0000,1756.73,273.12,0.0000,1812.31,412.32,0.0000,1685.81,298.52,0.0000,1617.00,373.15,0.0000,1617.00,358.86,0.0000,1687.93,485.36,0.0000,1617.00,524.00,0.0000,1617.00,421.32,0.0000,1617.00,431.90,0.0000,1617.00,432.43,0.0000,1617.00,384.80,0.0000
18,0,Elm,0.7311,1433.8,128.2,1833.9,514.4,0.9534,1433.00,121.75,0.0000,1788.47,207.69,0.0000,1433.00,121.75,0.0000,1710.34,148.31,0.0000,1733.00,150.66,0.0000,1713.47,170.19,0.0000,1433.00,121.75,0.0000,1712.69,287.38,0.0000,1603.31,278.78,0.0000,1747.84,282.69,0.0000,1725.19,260.03,0.0000,1508.78,346.75,0.0000,1433.00,121.75,0.0000,1647.84,334.25,0.0000,1433.00,121.75,0.0000,1597.06,406.91,0.0000,1433.00,121.75,0.0000
18,0,Elm,0.6931,1617.7,261.5,1886.9,517.1,0.9071,1684.78,335.08,0.0000,1714.20,335.08,0.0000,1713.67,254.70,0.0000,1768.31,273.61,0.0000,1810.87,254.70,0.0000,1813.50,339.28,0.0000,1839.24,294.10,0.0000,1809.82,398.13,0.0000,1712.10,399.70,0.0000,1713.67,254.70,0.0000,1617.00,353.47,0.0000,1683.20,483.77,0.0000,1617.00,523.17,0.0000,1617.00,421.77,0.0000,1617.00,424.92,0.0000,1617.00,432.28,0.0000,1617.00,523.17,0.0000
19,0,Elm,0.7311,1433.4,128.5,1834.1,514.3,0.9546,1433.00,120.17,0.0000,1789.36,207.89,0.0000,1433.00,120.17,0.0000,1833.22,146.80,0.0000,1732.97,153.85,0.0000,1714.17,258.01,0.0000,1681.28,192.22,0.0000,1698.51,298.74,0.0000,1597.47,278.38,0.0000,1744.71,258.01,0.0000,1725.92,258.79,0.0000,1508.97,345.73,0.0000,1494.09,339.46,0.0000,1647.60,333.20,0.0000,1433.00,120.17,0.0000,1597.47,406.04,0.0000,1433.00,120.17,0.0000
19,0,Elm,0.6825,1617.8,258.5,1886.2,517.7,0.9032,1684.25,337.33,0.0000,1707.37,333.66,0.0000,1699.49,322.10,0.0000,1768.31,329.45,0.0000,1728.38,252.75,0.0000,1805.09,345.21,0.0000,1819.28,292.15,0.0000,1717.35,396.70,0.0000,1716.30,404.06,0.0000,1617.00,370.96,0.0000,1674.79,350.99,0.0000,1686.88,521.22,0.0000,1760.96,521.22,0.0000,1617.00,420.35,0.0000,1617.00,413.52,0.0000,1617.00,449.24,0.0000,1617.00,521.22,0.0000
20,0,Elm,0.7311,1433.8,129.2,1830.3,513.6,0.9534,1433.00,122.80,0.0000,1786.58,208.87,0.0000,1433.00,122.80,0.0000,1708.26,149.16,0.0000,1730.75,156.14,0.0000,1712.14,256.16,0.0000,1678.80,194.13,0.0000,1695.86,325.17,0.0000,1602.81,278.65,0.0000,1747.03,260.82,0.0000,1735.40,260.04,0.0000,1519.07,346.11,0.0000,1433.00,122.80,0.0000,1646.23,333.70,0.0000,1433.00,122.80,0.0000,1595.83,405.81,0.0000,1433.00,122.80,0.0000
20,0,Elm,0.7013,1616.5,263.6,1886.0,517.6,0.8959,1684.30,336.55,0.0000,1713.20,337.08,0.0000,1715.30,255.64,0.0000,1773.62,332.35,0.0000,1798.84,255.64,0.0000,1804.62,339.71,0.0000,1824.58,288.22,0.0000,1809.34,399.08,0.0000,1684.83,406.43,0.0000,1616.00,373.86,0.0000,1616.00,354.42,0.0000,1682.72,484.71,0.0000,1732.64,524.12,0.0000,1616.00,416.94,0.0000,1616.00,416.41,0.0000,1616.00,433.23,0.0000,1616.00,524.12,0.0000
21,0,Elm,0.7311,1434.3,130.8,1830.2,513.8,0.9524,1434.00,123.81,0.0000,1786.69,211.21,0.0000,1434.00,123.81,0.0000,1708.57,150.11,0.0000,1732.55,156.30,0.0000,1711.66,249.11,0.0000,1679.18,194.20,0.0000,1696.20,325.68,0.0000,1603.38,279.27,0.0000,1741.83,260.71,0.0000,1434.00,123.81,0.0000,1519.85,347.34,0.0000,1434.00,123.81,0.0000,1646.70,334.19,0.0000,1434.00,123.81,0.0000,1595.65,406.12,0.0000,1434.00,123.81,0.0000
21,0,Elm,0.6918,1616.9,262.5,1887.0,517.3,0.9053,1684.28,335.57,0.0000,1711.27,334.51,0.0000,1700.16,319.69,0.0000,1768.44,331.34,0.0000,1616.00,253.53,0.0000,1805.49,338.75,0.0000,1820.31,285.82,0.0000,1717.10,398.03,0.0000,1684.81,297.99,0.0000,1616.00,372.62,0.0000,1616.00,353.04,0.0000,1686.93,484.83,0.0000,1761.03,524.00,0.0000,1616.00,415.50,0.0000,1616.00,415.50,0.0000,1616.00,432.43,0.0000,1616.00,524.00,0.0000
22,0,Elm,0.7311,1434.8,132.2,1828.6,514.2,0.9520,1434.00,125.84,0.0000,1784.91,213.57,0.0000,1434.00,125.84,0.0000,1707.18,152.01,0.0000,1731.04,158.93,0.0000,1710.26,250.51,0.0000,1434.00,125.84,0.0000,1694.87,302.07,0.0000,1603.30,280.52,0.0000,1739.50,285.14,0.0000,1434.00,125.84,0.0000,1509.41,348.24,0.0000,1434.00,125.84,0.0000,1644.85,335.93,0.0000,1434.00,125.84,0.0000,1594.83,406.72,0.0000,1434.00,125.84,0.0000
22,0,Elm,0.6940,1617.1,263.2,1886.9,516.8,0.9040,1684.78,336.55,0.0000,1707.37,334.98,0.0000,1700.01,316.59,0.0000,1766.74,331.83,0.0000,1617.00,254.59,0.0000,1795.11,347.06,0.0000,1806.14,277.71,0.0000,1717.88,398.03,0.0000,1671.64,294.00,0.0000,1617.00,367.55,0.0000,1617.00,352.84,0.0000,1687.40,483.66,0.0000,1760.96,523.07,0.0000,1617.00,415.89,0.0000,1617.00,414.84,0.0000,1617.00,432.18,0.0000,1617.00,373.33,0.0000
23,0,Elm,0.7311,1434.5,131.7,1828.3,514.2,0.9533,1434.00,124.84,0.0000,1784.91,211.80,0.0000,1434.00,124.84,0.0000,1707.18,150.24,0.0000,1730.27,157.93,0.0000,1710.26,218.73,0.0000,1677.94,194.87,0.0000,1694.87,301.07,0.0000,1601.76,279.52,0.0000,1740.27,300.30,0.0000,1434.00,124.84,0.0000,1509.41,346.47,0.0000,1494.02,340.31,0.0000,1645.62,334.16,0.0000,1434.00,124.84,0.0000,1595.60,405.72,0.0000,1434.00,124.84,0.0000
23,0,Elm,0.6858,1615.6,263.0,1886.9,516.7,0.9039,1683.28,337.63,0.0000,1706.04,334.46,0.0000,1698.63,320.16,0.0000,1762.14,331.28,0.0000,1615.00,253.47,0.0000,1803.96,347.16,0.0000,1798.14,276.23,0.0000,1813.49,402.73,0.0000,1683.81,298.46,0.0000,1615.00,372.56,0.0000,1615.00,352.45,0.0000,1697.57,485.30,0.0000,1760.03,523.94,0.0000,1615.00,415.97,0.0000,1615.00,414.91,0.0000,1615.00,432.38,0.0000,1615.00,383.68,0.0000
24,0,Elm,0.7311,1435.0,129.8,1825.1,513.3,0.9536,1434.00,125.95,0.0000,1789.11,209.95,0.0000,1434.00,125.95,0.0000,1705.10,125.95,0.0000,1730.30,154.20,0.0000,1708.92,219.11,0.0000,1676.08,182.46,0.0000,1692.88,325.26,0.0000,1434.00,125.95,0.0000,1737.18,261.12,0.0000,1434.00,125.95,0.0000,1534.04,355.81,0.0000,1434.00,125.95,0.0000,1644.01,333.66,0.0000,1434.00,125.95,0.0000,1594.37,403.92,0.0000,1434.00,125.95,0.0000
24,0,Elm,0.6841,1612.6,262.3,1884.9,516.6,0.9060,1681.06,334.78,0.0000,1709.75,334.25,0.0000,1701.25,315.66,0.0000,1759.69,329.47,0.0000,1612.00,253.50,0.0000,1801.12,347.00,0.0000,1765.53,273.16,0.0000,1713.47,399.06,0.0000,1670.44,253.50,0.0000,1612.00,382.59,0.0000,1612.00,352.84,0.0000,1694.88,485.66,0.0000,1757.56,524.97,0.0000,1612.00,416.06,0.0000,1612.00,415.53,0.0000,1612.00,433.06,0.0000,1612.00,388.44,0.0000
25,0,Elm,0.7311,1433.8,129.7,1829.6,513.8,0.9520,1433.00,122.81,0.0000,1785.69,210.21,0.0000,1433.00,122.81,0.0000,1707.57,122.81,0.0000,1732.32,151.43,0.0000,1711.44,217.95,0.0000,1677.41,180.82,0.0000,1695.20,324.68,0.0000,1603.16,278.27,0.0000,1743.92,259.71,0.0000,1433.00,122.81,0.0000,1534.32,355.62,0.0000,1433.00,122.81,0.0000,1645.70,333.19,0.0000,1433.00,122.81,0.0000,1595.42,405.12,0.0000,1433.00,122.81,0.0000
25,0,Elm,0.6389,1613.3,262.9,1886.1,516.6,0.9042,1682.32,335.05,0.0000,1710.58,333.45,0.0000,1702.04,314.25,0.0000,1764.96,328.65,0.0000,1613.00,252.40,0.0000,1793.76,346.25,0.0000,1802.29,284.39,0.0000,1714.84,398.50,0.0000,1681.78,252.40,0.0000,1681.78,372.37,0.0000,1671.65,352.64,0.0000,1696.18,485.95,0.0000,1759.10,524.87,0.0000,1613.00,415.56,0.0000,1613.00,415.03,0.0000,1613.00,425.16,0.0000,1613.00,384.64,0.0000
26,0,Elm,0.7311,1433.7,128.9,1832.7,513.4,0.9543,1433.00,121.77,0.0000,1788.36,209.83,0.0000,1433.00,121.77,0.0000,1709.65,121.77,0.0000,1733.03,150.60,0.0000,1712.77,217.62,0.0000,1679.26,181.77,0.0000,1697.18,300.22,0.0000,1596.65,279.18,0.0000,1742.38,259.70,0.0000,1433.00,121.77,0.0000,1519.50,355.55,0.0000,1493.79,345.42,0.0000,1646.53,333.73,0.0000,1433.00,121.77,0.0000,1596.65,405.43,0.0000,1433.00,121.77,0.0000
26,0,Elm,0.6750,1613.4,261.3,1886.4,516.9,0.9090,1682.32,334.05,0.0000,1709.51,331.92,0.0000,1704.71,314.85,0.0000,1764.43,328.72,0.0000,1613.00,252.47,0.0000,1793.76,338.31,0.0000,1802.29,272.20,0.0000,1714.84,402.83,0.0000,1714.84,403.90,0.0000,1711.11,367.11,0.0000,1695.11,352.71,0.0000,1696.18,484.95,0.0000,1759.10,524.94,0.0000,1613.00,415.63,0.0000,1613.00,415.10,0.0000,1613.00,424.69,0.0000,1613.00,387.90,0.0000
27,0,Elm,0.7311,1433.2,128.3,1831.9,514.2,0.9551,1433.00,121.78,0.0000,1787.47,207.29,0.0000,1433.00,121.78,0.0000,1708.96,148.21,0.0000,1730.72,150.54,0.0000,1712.84,255.48,0.0000,1679.42,192.52,0.0000,1711.29,299.79,0.0000,1595.46,278.03,0.0000,1741.61,325.45,0.0000,1723.73,260.15,0.0000,1509.18,345.66,0.0000,1493.63,344.88,0.0000,1646.77,333.22,0.0000,1433.00,121.78,0.0000,1596.24,405.51,0.0000,1433.00,121.78,0.0000
27,0,Elm,0.6856,1615.3,261.1,1887.9,517.3,0.9072,1683.00,334.31,0.0000,1706.38,331.66,0.0000,1698.94,314.66,0.0000,1762.16,330.59,0.0000,1615.00,252.50,0.0000,1795.09,346.00,0.0000,1798.81,272.69,0.0000,1814.22,401.78,0.0000,1711.69,284.38,0.0000,1615.00,366.72,0.0000,1673.44,352.38,0.0000,1697.88,485.19,0.0000,1760.03,523.97,0.0000,1615.00,415.06,0.0000,1615.00,397.00,0.0000,1615.00,432.06,0.0000,1615.00,383.72,0.0000
