frame_number,monkey_ID,monkey_name,monkey_id_confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_confidence,nose_x,nose_y,nose_confidence,left_eye_x,left_eye_y,left_eye_confidence,right_eye_x,right_eye_y,right_eye_confidence,left_ear_x,left_ear_y,left_ear_confidence,right_ear_x,right_ear_y,right_ear_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_ankle_x,left_ankle_y,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_confidence
67,0,Elm,0.6399,878.9,52.8,1051.3,404.5,0.9013,1036.12,148.25,0.0000,950.88,116.62,0.0000,1033.38,128.31,0.0000,983.88,89.12,0.0000,788.62,52.00,0.0000,788.62,52.00,0.0000,996.94,131.06,0.0000,888.31,199.12,0.0000,788.62,52.00,0.0000,1034.75,173.00,0.0000,1035.44,182.62,0.0000,866.31,309.12,0.0000,952.94,339.38,0.0000,938.50,252.75,0.0000,788.62,52.00,0.0000,880.06,342.12,0.0000,788.62,52.00,0.0000
68,1,Jok,0.6507,1015.2,155.5,1087.9,346.5,0.9470,955.31,155.00,0.0000,1065.36,224.76,0.0000,955.31,155.00,0.0000,1047.46,167.68,0.0000,955.31,155.00,0.0000,1044.10,233.71,0.0000,1023.95,207.23,0.0000,1024.33,267.29,0.0000,1014.25,267.66,0.0000,1024.70,345.63,0.0000,1007.54,345.63,0.0000,1057.15,275.49,0.0000,1057.15,280.72,0.0000,1038.13,290.42,0.0000,1016.87,345.63,0.0000,955.31,345.63,0.0000,1004.55,345.63,0.0000
68,0,Elm,0.6984,878.8,58.2,1044.2,404.2,0.9048,1031.40,141.80,0.0000,946.93,115.44,0.0000,1030.05,119.50,0.0000,969.91,83.68,0.0000,787.45,58.00,0.0000,787.45,58.00,0.0000,992.88,132.34,0.0000,996.26,201.94,0.0000,787.45,58.00,0.0000,1039.51,176.94,0.0000,1040.19,167.48,0.0000,864.48,310.07,0.0000,949.63,339.80,0.0000,996.94,243.84,0.0000,787.45,58.00,0.0000,1013.83,337.77,0.0000,787.45,58.00,0.0000
69,1,Jok,0.6522,1014.0,155.6,1087.9,346.4,0.9503,955.06,155.00,0.0000,1065.11,224.76,0.0000,955.06,155.00,0.0000,1062.50,168.43,0.0000,955.06,155.00,0.0000,1052.42,226.62,0.0000,1023.70,204.24,0.0000,1022.58,267.29,0.0000,955.06,266.91,0.0000,1013.63,345.63,0.0000,1006.91,345.63,0.0000,1057.27,270.64,0.0000,1057.27,275.12,0.0000,1033.40,310.56,0.0000,1019.97,299.00,0.0000,955.06,345.63,0.0000,1002.81,345.63,0.0000
69,0,Elm,0.7018,877.3,49.6,1044.1,405.3,0.9042,1023.02,118.53,0.0000,929.15,91.41,0.0000,1023.02,100.45,0.0000,956.96,79.59,0.0000,782.44,49.00,0.0000,782.44,49.00,0.0000,993.12,128.27,0.0000,890.21,188.76,0.0000,782.44,49.00,0.0000,1032.05,176.24,0.0000,1032.05,181.80,0.0000,861.70,309.05,0.0000,949.31,339.64,0.0000,934.02,251.34,0.0000,782.44,49.00,0.0000,880.48,343.12,0.0000,782.44,49.00,0.0000
70,1,Jok,0.6595,1012.2,155.3,1087.6,346.0,0.9506,953.80,155.00,0.0000,953.80,155.00,0.0000,953.80,155.00,0.0000,1061.24,155.00,0.0000,953.80,155.00,0.0000,1051.17,229.24,0.0000,1022.82,207.23,0.0000,1016.85,270.64,0.0000,1012.37,267.66,0.0000,953.80,345.63,0.0000,1006.03,345.63,0.0000,1056.02,280.72,0.0000,1056.02,280.72,0.0000,1036.62,299.00,0.0000,1012.75,296.01,0.0000,953.80,345.63,0.0000,1003.42,345.63,0.0000
70,0,Elm,0.6852,874.5,46.5,1043.0,406.6,0.9049,1016.03,109.98,0.0000,918.30,85.38,0.0000,1016.73,96.62,0.0000,947.12,81.16,0.0000,778.38,46.00,0.0000,778.38,46.00,0.0000,987.91,126.86,0.0000,869.78,186.62,0.0000,778.38,46.00,0.0000,1025.88,169.75,0.0000,1025.88,176.08,0.0000,858.53,308.97,0.0000,947.12,339.91,0.0000,931.66,256.94,0.0000,778.38,46.00,0.0000,888.06,343.42,0.0000,778.38,46.00,0.0000
71,1,Jok,0.6525,1010.9,154.9,1087.6,345.7,0.9493,953.30,154.00,0.0000,1064.09,223.76,0.0000,953.30,154.00,0.0000,1051.41,154.00,0.0000,953.30,154.00,0.0000,1042.46,232.71,0.0000,1021.94,203.24,0.0000,1017.46,270.02,0.0000,953.30,265.91,0.0000,953.30,344.63,0.0000,1005.52,344.63,0.0000,1055.51,280.09,0.0000,1055.51,279.72,0.0000,953.30,298.00,0.0000,1011.49,344.63,0.0000,953.30,344.63,0.0000,995.45,344.63,0.0000
71,0,Elm,0.6651,873.2,47.2,1039.6,406.5,0.9035,1013.94,111.51,0.0000,916.47,86.27,0.0000,1013.23,97.48,0.0000,951.53,76.45,0.0000,776.24,47.00,0.0000,776.24,47.00,0.0000,986.59,126.23,0.0000,886.32,196.35,0.0000,776.24,47.00,0.0000,1022.35,170.41,0.0000,1023.75,180.22,0.0000,856.87,316.95,0.0000,945.22,340.09,0.0000,929.09,258.05,0.0000,776.24,47.00,0.0000,886.32,352.71,0.0000,776.24,47.00,0.0000
72,1,Jok,0.6520,1011.4,155.2,1087.3,345.9,0.9493,953.85,155.00,0.0000,1063.70,224.02,0.0000,953.85,155.00,0.0000,1060.73,168.36,0.0000,953.85,155.00,0.0000,1050.71,229.22,0.0000,1022.13,203.61,0.0000,1016.57,270.04,0.0000,1007.29,267.07,0.0000,953.85,344.63,0.0000,1006.18,344.63,0.0000,1055.53,274.49,0.0000,1055.53,274.49,0.0000,1026.59,306.41,0.0000,1012.11,298.24,0.0000,953.85,344.63,0.0000,1003.21,344.63,0.0000
72,0,Elm,0.6527,870.8,47.5,1040.6,407.8,0.9025,1012.73,111.69,0.0000,976.17,85.67,0.0000,1012.73,91.30,0.0000,950.16,76.53,0.0000,774.38,47.00,0.0000,774.38,47.00,0.0000,982.50,127.16,0.0000,884.06,196.77,0.0000,774.38,47.00,0.0000,1025.39,170.75,0.0000,1026.09,171.45,0.0000,855.23,317.70,0.0000,943.83,340.91,0.0000,986.72,257.94,0.0000,774.38,47.00,0.0000,884.06,344.42,0.0000,774.38,47.00,0.0000
73,1,Jok,0.6556,1011.8,155.8,1087.6,345.8,0.9491,953.85,155.00,0.0000,1064.07,223.65,0.0000,953.85,155.00,0.0000,1060.73,168.73,0.0000,953.85,155.00,0.0000,1050.71,226.25,0.0000,1022.13,200.64,0.0000,1016.20,270.41,0.0000,953.85,267.07,0.0000,953.85,344.63,0.0000,1005.80,344.63,0.0000,1062.21,270.04,0.0000,1055.53,274.49,0.0000,1026.59,306.41,0.0000,1012.11,298.24,0.0000,953.85,344.63,0.0000,995.79,344.63,0.0000
73,0,Elm,0.6891,869.8,49.0,1040.2,407.4,0.9116,1016.25,117.42,0.0000,915.28,90.07,0.0000,1016.25,98.48,0.0000,951.04,77.45,0.0000,775.04,48.00,0.0000,775.04,48.00,0.0000,986.10,127.93,0.0000,883.72,197.35,0.0000,775.04,48.00,0.0000,1026.06,171.41,0.0000,1026.06,172.11,0.0000,854.98,317.95,0.0000,944.03,340.39,0.0000,987.50,258.35,0.0000,775.04,48.00,0.0000,884.43,344.60,0.0000,775.04,48.00,0.0000
74,1,Jok,0.6617,1013.3,155.7,1087.1,346.1,0.9488,954.80,155.00,0.0000,954.80,155.00,0.0000,954.80,155.00,0.0000,1053.29,168.43,0.0000,954.80,155.00,0.0000,1052.17,226.62,0.0000,1023.82,203.87,0.0000,1021.95,267.29,0.0000,1008.52,267.29,0.0000,1039.86,250.13,0.0000,1006.66,345.63,0.0000,1057.02,275.12,0.0000,1044.34,275.49,0.0000,1037.99,290.42,0.0000,1013.75,275.87,0.0000,954.80,345.63,0.0000,1003.30,345.63,0.0000
74,0,Elm,0.7169,867.9,55.9,1041.6,407.6,0.9179,1025.12,155.38,0.0000,939.88,119.62,0.0000,1024.44,123.75,0.0000,967.38,85.94,0.0000,1016.19,105.19,0.0000,777.62,55.00,0.0000,994.19,133.38,0.0000,884.19,211.06,0.0000,777.62,55.00,0.0000,1034.75,192.50,0.0000,1028.56,176.69,0.0000,856.00,312.81,0.0000,942.62,341.69,0.0000,991.44,261.25,0.0000,777.62,55.00,0.0000,1001.06,345.81,0.0000,777.62,55.00,0.0000
75,1,Jok,0.6481,1014.5,155.8,1088.1,346.7,0.9500,955.80,155.00,0.0000,955.80,155.00,0.0000,955.80,155.00,0.0000,1048.69,168.06,0.0000,955.80,155.00,0.0000,1044.96,234.09,0.0000,1024.82,207.60,0.0000,1019.97,270.64,0.0000,955.80,267.29,0.0000,1037.13,345.63,0.0000,1007.29,345.63,0.0000,1058.02,275.49,0.0000,1058.02,280.72,0.0000,1038.62,290.42,0.0000,1020.34,291.54,0.0000,955.80,345.63,0.0000,1005.42,345.63,0.0000
75,0,Elm,0.6970,874.7,56.8,1049.7,408.5,0.8995,1033.50,152.25,0.0000,948.25,141.25,0.0000,1032.81,133.00,0.0000,983.31,92.44,0.0000,786.00,56.00,0.0000,786.00,56.00,0.0000,994.31,134.38,0.0000,892.56,203.12,0.0000,786.00,56.00,0.0000,1032.81,177.00,0.0000,1032.81,177.00,0.0000,864.38,313.12,0.0000,951.00,342.69,0.0000,935.88,256.75,0.0000,786.00,56.00,0.0000,882.94,337.19,0.0000,786.00,56.00,0.0000
76,1,Jok,0.6651,1015.1,156.2,1088.2,346.8,0.9507,956.37,156.00,0.0000,956.37,156.00,0.0000,956.37,156.00,0.0000,1054.34,168.99,0.0000,956.37,156.00,0.0000,1053.22,233.93,0.0000,1028.36,208.32,0.0000,1020.57,271.04,0.0000,1014.63,270.30,0.0000,956.37,345.63,0.0000,1007.95,345.63,0.0000,1057.68,275.49,0.0000,1057.68,281.06,0.0000,1034.30,307.41,0.0000,1015.00,299.24,0.0000,956.37,345.63,0.0000,1005.72,345.63,0.0000
76,0,Elm,0.6434,876.1,56.7,1051.5,408.7,0.9007,1035.50,152.25,0.0000,950.25,140.56,0.0000,1034.81,133.69,0.0000,985.31,93.12,0.0000,788.00,56.00,0.0000,788.00,56.00,0.0000,996.31,135.06,0.0000,887.69,202.44,0.0000,788.00,56.00,0.0000,1034.81,167.38,0.0000,1034.81,177.00,0.0000,865.69,313.12,0.0000,942.69,342.69,0.0000,937.88,256.75,0.0000,788.00,56.00,0.0000,884.25,340.62,0.0000,788.00,56.00,0.0000
77,1,Jok,0.6556,1015.2,155.9,1088.2,346.6,0.9507,956.06,155.00,0.0000,956.06,155.00,0.0000,956.06,155.00,0.0000,1048.57,168.06,0.0000,956.06,155.00,0.0000,1053.42,234.46,0.0000,1025.07,207.60,0.0000,1018.73,271.02,0.0000,1014.63,267.66,0.0000,956.06,345.63,0.0000,1006.05,345.63,0.0000,1058.27,280.34,0.0000,1070.96,280.72,0.0000,1029.55,309.44,0.0000,1015.00,299.00,0.0000,956.06,345.63,0.0000,997.84,345.63,0.0000
77,0,Elm,0.6959,874.9,59.1,1052.8,409.2,0.8996,1040.11,154.02,0.0000,949.20,143.77,0.0000,1033.96,136.25,0.0000,995.00,91.81,0.0000,787.87,59.00,0.0000,787.87,59.00,0.0000,1003.20,136.93,0.0000,893.82,195.72,0.0000,787.87,59.00,0.0000,1033.28,162.91,0.0000,1033.96,178.63,0.0000,865.80,314.66,0.0000,951.93,339.27,0.0000,936.89,258.61,0.0000,787.87,59.00,0.0000,1010.04,338.59,0.0000,787.87,59.00,0.0000
78,1,Jok,0.6498,1015.2,156.1,1088.5,346.5,0.9512,956.37,156.00,0.0000,956.37,156.00,0.0000,956.37,156.00,0.0000,1048.03,168.62,0.0000,956.37,156.00,0.0000,1049.51,235.04,0.0000,1028.73,208.32,0.0000,1020.20,271.41,0.0000,1014.63,268.07,0.0000,956.37,345.63,0.0000,1006.09,345.63,0.0000,1057.68,281.43,0.0000,1058.05,281.06,0.0000,1034.30,299.24,0.0000,1015.00,299.24,0.0000,956.37,345.63,0.0000,997.93,345.63,0.0000
78,0,Elm,0.6784,875.9,59.0,1054.9,407.5,0.8995,1035.87,153.43,0.0000,927.49,142.52,0.0000,1035.87,141.16,0.0000,986.79,94.13,0.0000,790.48,58.00,0.0000,790.48,58.00,0.0000,1005.19,135.71,0.0000,882.50,194.33,0.0000,790.48,58.00,0.0000,1034.50,162.29,0.0000,1035.19,177.97,0.0000,867.50,312.25,0.0000,943.85,342.24,0.0000,939.76,262.49,0.0000,790.48,58.00,0.0000,879.77,340.20,0.0000,790.48,58.00,0.0000
79,1,Jok,0.6583,1015.8,156.9,1088.4,346.5,0.9502,956.37,156.00,0.0000,956.37,156.00,0.0000,956.37,156.00,0.0000,1048.03,168.62,0.0000,956.37,156.00,0.0000,1045.06,235.41,0.0000,1025.02,208.32,0.0000,1020.20,271.41,0.0000,1009.80,268.07,0.0000,956.37,345.63,0.0000,1006.09,345.63,0.0000,1057.68,281.06,0.0000,1057.68,281.06,0.0000,956.37,299.24,0.0000,1020.57,291.82,0.0000,956.37,345.63,0.0000,1005.72,345.63,0.0000
79,0,Elm,0.6974,872.6,60.7,1051.3,409.2,0.8966,1039.00,154.75,0.0000,948.34,144.52,0.0000,1032.87,128.16,0.0000,985.15,91.36,0.0000,787.48,60.00,0.0000,787.48,60.00,0.0000,1002.19,137.03,0.0000,893.13,204.51,0.0000,787.48,60.00,0.0000,1032.87,169.74,0.0000,1034.23,178.61,0.0000,864.50,314.25,0.0000,950.39,340.15,0.0000,936.07,246.77,0.0000,787.48,60.00,0.0000,877.45,338.11,0.0000,787.48,60.00,0.0000
80,1,Jok,0.6474,1015.6,157.5,1088.3,346.6,0.9502,956.68,157.00,0.0000,956.68,157.00,0.0000,956.68,157.00,0.0000,1048.59,169.92,0.0000,956.68,157.00,0.0000,1044.53,235.63,0.0000,1024.97,208.68,0.0000,1020.17,271.80,0.0000,1009.83,268.48,0.0000,1037.15,345.63,0.0000,1008.36,345.63,0.0000,1047.85,282.14,0.0000,1045.27,281.77,0.0000,956.68,290.63,0.0000,1015.00,292.11,0.0000,956.68,345.63,0.0000,998.39,345.63,0.0000
80,0,Elm,0.6724,876.6,59.4,1051.5,408.1,0.8900,1034.14,144.21,0.0000,1020.51,121.71,0.0000,1031.41,127.16,0.0000,983.70,89.67,0.0000,788.75,59.00,0.0000,788.75,59.00,0.0000,995.97,136.03,0.0000,880.09,204.19,0.0000,788.75,59.00,0.0000,1033.46,168.74,0.0000,1034.14,176.24,0.0000,866.46,313.25,0.0000,952.34,343.24,0.0000,937.35,245.77,0.0000,788.75,59.00,0.0000,884.86,337.11,0.0000,788.75,59.00,0.0000
81,1,Jok,0.6355,1015.7,158.5,1088.7,346.6,0.9499,957.72,158.00,0.0000,957.72,158.00,0.0000,957.72,158.00,0.0000,1049.15,170.12,0.0000,957.72,158.00,0.0000,1045.48,242.09,0.0000,1025.65,209.41,0.0000,1020.88,272.56,0.0000,1015.37,268.89,0.0000,957.72,345.63,0.0000,1009.12,345.63,0.0000,1057.96,282.48,0.0000,1057.96,292.76,0.0000,1034.83,310.02,0.0000,1015.73,307.81,0.0000,957.72,345.63,0.0000,999.21,345.63,0.0000
81,0,Elm,0.6709,877.5,54.0,1050.5,406.0,0.9011,1033.75,138.56,0.0000,925.81,118.62,0.0000,1031.69,122.06,0.0000,969.12,86.31,0.0000,787.62,54.00,0.0000,787.62,54.00,0.0000,995.94,132.38,0.0000,887.31,210.75,0.0000,787.62,54.00,0.0000,1034.44,175.00,0.0000,1034.44,175.69,0.0000,865.31,311.12,0.0000,942.31,341.38,0.0000,937.50,260.25,0.0000,787.62,54.00,0.0000,883.88,344.81,0.0000,787.62,54.00,0.0000
82,1,Jok,0.6498,1015.8,157.4,1088.0,346.6,0.9494,956.68,157.00,0.0000,956.68,157.00,0.0000,956.68,157.00,0.0000,1047.85,169.55,0.0000,956.68,157.00,0.0000,1044.53,235.63,0.0000,1024.60,208.68,0.0000,1020.17,271.43,0.0000,1009.83,268.48,0.0000,1037.15,248.18,0.0000,1008.36,345.63,0.0000,1057.45,282.14,0.0000,1057.45,281.40,0.0000,1034.56,299.49,0.0000,1020.91,299.49,0.0000,956.68,345.63,0.0000,1005.77,345.63,0.0000
82,0,Elm,0.5959,874.3,49.8,1045.9,404.4,0.9094,1023.07,117.64,0.0000,928.78,91.29,0.0000,1021.69,99.62,0.0000,782.48,49.00,0.0000,782.48,49.00,0.0000,782.48,49.00,0.0000,992.56,128.04,0.0000,875.39,196.69,0.0000,782.48,49.00,0.0000,1035.55,171.03,0.0000,1032.09,181.43,0.0000,861.52,315.94,0.0000,948.88,339.52,0.0000,941.95,257.70,0.0000,782.48,49.00,0.0000,1007.82,342.29,0.0000,782.48,49.00,0.0000
83,1,Jok,0.6619,1015.4,156.5,1088.3,346.3,0.9501,956.37,156.00,0.0000,956.37,156.00,0.0000,956.37,156.00,0.0000,1063.24,169.36,0.0000,956.37,156.00,0.0000,1053.22,234.67,0.0000,1025.02,208.32,0.0000,1020.57,271.04,0.0000,1014.63,267.70,0.0000,1037.27,248.03,0.0000,1010.18,345.63,0.0000,1058.05,275.86,0.0000,1058.05,275.12,0.0000,1029.47,299.24,0.0000,1018.34,291.82,0.0000,956.37,345.63,0.0000,1005.72,345.63,0.0000
83,0,Elm,0.6069,875.4,48.0,1044.3,402.8,0.9211,1016.74,110.92,0.0000,928.24,86.72,0.0000,1019.50,91.56,0.0000,955.20,77.73,0.0000,782.35,48.00,0.0000,782.35,48.00,0.0000,990.46,126.82,0.0000,889.52,186.28,0.0000,782.35,48.00,0.0000,1030.57,180.06,0.0000,1029.18,185.59,0.0000,861.17,314.19,0.0000,948.98,340.46,0.0000,941.38,256.80,0.0000,782.35,48.00,0.0000,890.21,358.44,0.0000,782.35,48.00,0.0000
84,0,Elm,0.6214,868.8,46.8,1041.0,403.0,0.9309,1015.41,109.97,0.0000,934.75,84.94,0.0000,1015.41,96.76,0.0000,776.22,46.00,0.0000,776.22,46.00,0.0000,776.22,46.00,0.0000,986.20,125.27,0.0000,877.04,194.10,0.0000,776.22,46.00,0.0000,1026.53,168.38,0.0000,776.22,46.00,0.0000,863.13,328.99,0.0000,951.44,340.12,0.0000,992.46,255.29,0.0000,776.22,46.00,0.0000,1002.20,349.16,0.0000,776.22,46.00,0.0000
84,1,Jok,0.6588,1014.6,156.4,1087.1,346.2,0.9499,955.37,156.00,0.0000,1065.95,225.02,0.0000,955.37,156.00,0.0000,1047.40,168.62,0.0000,955.37,156.00,0.0000,1044.06,234.67,0.0000,1025.50,204.98,0.0000,1019.20,267.70,0.0000,1013.63,267.70,0.0000,1044.06,345.63,0.0000,1006.95,345.63,0.0000,1056.68,281.80,0.0000,1056.68,281.06,0.0000,1037.75,299.24,0.0000,1016.60,291.82,0.0000,955.37,345.63,0.0000,1004.72,345.63,0.0000
85,0,Elm,0.6604,861.2,46.8,1040.8,405.6,0.9277,1013.15,110.51,0.0000,931.12,88.07,0.0000,1013.15,97.19,0.0000,955.66,76.85,0.0000,771.25,46.00,0.0000,771.25,46.00,0.0000,983.71,126.63,0.0000,879.23,196.05,0.0000,771.25,46.00,0.0000,1027.88,170.11,0.0000,771.25,46.00,0.0000,858.90,315.95,0.0000,947.95,339.79,0.0000,996.33,257.05,0.0000,771.25,46.00,0.0000,1002.64,341.89,0.0000,771.25,46.00,0.0000
85,1,Jok,0.6512,1014.0,156.1,1086.9,345.7,0.9502,954.68,156.00,0.0000,1063.94,222.45,0.0000,954.68,156.00,0.0000,1052.13,168.92,0.0000,954.68,156.00,0.0000,1051.02,229.83,0.0000,1022.60,204.73,0.0000,1016.69,270.43,0.0000,954.68,267.48,0.0000,954.68,344.63,0.0000,1006.36,344.63,0.0000,1055.82,274.86,0.0000,1055.45,280.40,0.0000,1027.03,306.61,0.0000,1012.63,291.11,0.0000,954.68,344.63,0.0000,996.39,344.63,0.0000
86,0,Elm,0.6793,858.5,47.6,1041.1,405.1,0.9303,1013.23,110.63,0.0000,953.09,86.16,0.0000,1011.83,98.04,0.0000,954.49,77.77,0.0000,769.90,47.00,0.0000,769.90,47.00,0.0000,982.46,128.11,0.0000,878.28,195.93,0.0000,769.90,47.00,0.0000,1031.41,179.15,0.0000,1025.11,186.14,0.0000,858.00,316.20,0.0000,946.10,339.97,0.0000,986.66,257.46,0.0000,769.90,47.00,0.0000,1004.14,342.77,0.0000,769.90,47.00,0.0000
86,1,Jok,0.6519,1013.6,157.7,1085.4,345.9,0.9506,954.98,157.00,0.0000,954.98,157.00,0.0000,954.98,157.00,0.0000,1060.73,170.22,0.0000,954.98,157.00,0.0000,1050.82,235.21,0.0000,954.98,157.00,0.0000,1018.14,271.56,0.0000,1007.86,267.89,0.0000,1031.36,344.63,0.0000,1011.53,344.63,0.0000,1055.23,280.74,0.0000,1043.11,280.74,0.0000,1036.50,291.39,0.0000,1013.00,291.39,0.0000,1016.30,344.63,0.0000,1003.82,344.63,0.0000
87,0,Elm,0.6950,850.4,47.6,1037.7,406.4,0.9372,1013.37,110.81,0.0000,948.16,86.27,0.0000,1008.46,97.48,0.0000,949.57,78.55,0.0000,764.46,47.00,0.0000,764.46,47.00,0.0000,977.61,131.84,0.0000,873.14,196.35,0.0000,764.46,47.00,0.0000,1026.70,170.41,0.0000,1024.59,177.42,0.0000,856.31,316.95,0.0000,947.46,340.79,0.0000,981.82,258.05,0.0000,764.46,47.00,0.0000,1009.17,342.19,0.0000,764.46,47.00,0.0000
87,1,Jok,0.6516,1011.3,157.2,1084.0,345.6,0.9531,952.98,157.00,0.0000,952.98,157.00,0.0000,952.98,157.00,0.0000,1044.41,169.85,0.0000,952.98,157.00,0.0000,1040.38,241.09,0.0000,952.98,157.00,0.0000,1016.14,276.34,0.0000,1010.63,276.34,0.0000,1033.77,250.63,0.0000,1004.39,344.63,0.0000,1053.23,281.11,0.0000,1041.11,280.74,0.0000,1034.50,310.48,0.0000,1011.00,344.63,0.0000,952.98,344.63,0.0000,1001.82,344.63,0.0000
88,0,Elm,0.7067,836.3,44.6,1043.5,409.6,0.9376,1010.66,114.58,0.0000,944.36,87.49,0.0000,1005.67,103.88,0.0000,946.50,78.22,0.0000,757.58,44.00,0.0000,757.58,44.00,0.0000,975.01,131.69,0.0000,999.25,207.25,0.0000,757.58,44.00,0.0000,1023.49,168.76,0.0000,1024.92,185.87,0.0000,850.97,309.91,0.0000,943.65,341.99,0.0000,996.40,258.58,0.0000,757.58,44.00,0.0000,996.40,334.15,0.0000,757.58,44.00,0.0000
88,1,Jok,0.6517,1009.2,154.8,1084.5,345.8,0.9537,950.80,154.00,0.0000,950.80,154.00,0.0000,950.80,154.00,0.0000,1043.69,174.52,0.0000,950.80,154.00,0.0000,1039.59,244.65,0.0000,1019.07,213.31,0.0000,1013.10,275.24,0.0000,1009.37,274.87,0.0000,1028.03,344.63,0.0000,1004.90,344.63,0.0000,1053.02,274.12,0.0000,1066.08,274.12,0.0000,1029.52,309.56,0.0000,1009.75,298.00,0.0000,950.80,344.63,0.0000,1000.42,344.63,0.0000
89,0,Elm,0.6625,826.6,43.9,1047.4,410.7,0.9363,1009.50,113.96,0.0000,922.05,96.04,0.0000,1007.35,108.23,0.0000,947.14,80.99,0.0000,752.89,43.00,0.0000,752.89,43.00,0.0000,978.68,133.32,0.0000,866.14,206.43,0.0000,752.89,43.00,0.0000,1021.69,173.46,0.0000,1025.99,185.64,0.0000,847.50,305.35,0.0000,946.42,342.62,0.0000,993.01,258.76,0.0000,752.89,43.00,0.0000,989.43,340.47,0.0000,752.89,43.00,0.0000
89,1,Jok,0.6412,1008.0,160.4,1084.9,345.6,0.9543,952.80,160.00,0.0000,952.80,160.00,0.0000,952.80,160.00,0.0000,1068.43,173.01,0.0000,952.80,160.00,0.0000,1047.11,242.38,0.0000,1017.12,215.28,0.0000,1013.50,271.65,0.0000,1009.53,277.43,0.0000,1009.89,344.64,0.0000,1003.75,344.64,0.0000,1051.44,282.49,0.0000,1064.45,271.29,0.0000,1029.04,311.04,0.0000,1009.89,299.47,0.0000,952.80,344.64,0.0000,1000.86,344.64,0.0000
90,0,Elm,0.6277,825.2,45.0,1048.4,411.1,0.9377,1008.00,110.05,0.0000,940.80,87.89,0.0000,1007.29,110.05,0.0000,753.52,45.00,0.0000,753.52,45.00,0.0000,753.52,45.00,0.0000,978.69,138.64,0.0000,867.18,196.55,0.0000,753.52,45.00,0.0000,1021.58,175.82,0.0000,1025.16,187.97,0.0000,855.02,305.92,0.0000,946.52,343.80,0.0000,992.99,260.17,0.0000,753.52,45.00,0.0000,989.41,336.66,0.0000,753.52,45.00,0.0000
90,1,Jok,0.6572,1009.3,161.2,1084.4,345.9,0.9540,954.38,161.00,0.0000,954.38,161.00,0.0000,954.38,161.00,0.0000,1069.73,174.30,0.0000,954.38,161.00,0.0000,1044.58,243.30,0.0000,1018.34,215.98,0.0000,1011.16,271.69,0.0000,1001.81,277.80,0.0000,1029.12,344.64,0.0000,1007.92,344.64,0.0000,1052.84,282.47,0.0000,1065.06,272.05,0.0000,1029.84,311.22,0.0000,1011.16,299.72,0.0000,954.38,344.64,0.0000,1002.17,344.64,0.0000
91,0,Elm,0.7209,822.0,48.6,1048.8,410.6,0.9378,1008.66,118.00,0.0000,957.04,87.59,0.0000,1007.95,112.34,0.0000,754.12,48.00,0.0000,754.12,48.00,0.0000,754.12,48.00,0.0000,977.55,137.09,0.0000,866.54,208.50,0.0000,754.12,48.00,0.0000,1023.50,173.14,0.0000,1029.16,189.41,0.0000,854.52,303.24,0.0000,945.73,343.54,0.0000,846.75,260.82,0.0000,754.12,48.00,0.0000,923.81,336.47,0.0000,754.12,48.00,0.0000
91,1,Jok,0.6485,1009.1,158.7,1085.0,345.9,0.9554,952.75,158.00,0.0000,952.75,158.00,0.0000,952.75,158.00,0.0000,1068.17,180.28,0.0000,952.75,158.00,0.0000,1048.08,241.64,0.0000,952.75,158.00,0.0000,1013.75,276.34,0.0000,1005.35,276.34,0.0000,1028.72,344.63,0.0000,1008.27,344.63,0.0000,1052.83,281.45,0.0000,1065.25,270.86,0.0000,1029.82,307.02,0.0000,1010.46,291.68,0.0000,1013.75,344.63,0.0000,1001.33,344.63,0.0000
92,0,Elm,0.7012,823.2,48.7,1047.1,409.5,0.9399,1016.90,117.80,0.0000,956.26,87.48,0.0000,1007.73,112.16,0.0000,753.90,48.00,0.0000,753.90,48.00,0.0000,753.90,48.00,0.0000,977.41,137.54,0.0000,866.01,208.05,0.0000,753.90,48.00,0.0000,1023.24,180.55,0.0000,1028.18,189.72,0.0000,854.02,305.35,0.0000,944.98,342.72,0.0000,846.27,260.23,0.0000,753.90,48.00,0.0000,986.58,334.97,0.0000,753.90,48.00,0.0000
92,1,Jok,0.6493,1008.6,163.2,1084.6,345.6,0.9556,954.68,163.00,0.0000,954.68,163.00,0.0000,954.68,163.00,0.0000,1068.43,182.55,0.0000,954.68,163.00,0.0000,1047.46,244.40,0.0000,1018.31,217.39,0.0000,1010.84,272.48,0.0000,1001.25,278.17,0.0000,1020.44,344.64,0.0000,1008.71,344.64,0.0000,1051.72,283.50,0.0000,1064.16,272.48,0.0000,1029.33,310.16,0.0000,1010.49,296.66,0.0000,954.68,344.64,0.0000,1001.96,344.64,0.0000
