frame_number,monkey_ID,monkey_name,monkey_id_confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_confidence,nose_x,nose_y,nose_confidence,left_eye_x,left_eye_y,left_eye_confidence,right_eye_x,right_eye_y,right_eye_confidence,left_ear_x,left_ear_y,left_ear_confidence,right_ear_x,right_ear_y,right_ear_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_ankle_x,left_ankle_y,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_confidence
7,1,Jok,0.6189,-3.9,644.4,170.3,904.9,0.5958,211.80,644.00,0.0000,85.87,644.00,0.0000,99.07,644.00,0.0000,99.07,644.00,0.0000,99.58,644.00,0.0000,104.66,707.48,0.0000,104.66,701.89,0.0000,109.23,792.79,0.0000,110.24,792.79,0.0000,112.27,864.90,0.0000,112.27,903.49,0.0000,-47.69,644.00,0.0000,-47.69,644.00,0.0000,-47.69,793.30,0.0000,-47.69,797.36,0.0000,-47.69,864.90,0.0000,-47.69,864.90,0.0000
8,1,Jok,0.6246,-4.6,650.1,166.8,902.1,0.5760,204.20,650.00,0.0000,204.20,650.00,0.0000,204.20,650.00,0.0000,108.22,650.00,0.0000,108.71,650.00,0.0000,100.84,711.52,0.0000,94.93,695.77,0.0000,110.68,798.15,0.0000,110.19,798.64,0.0000,117.08,870.99,0.0000,119.54,901.51,0.0000,82.13,650.00,0.0000,-47.31,650.00,0.0000,-47.31,808.98,0.0000,-47.31,799.13,0.0000,-47.31,901.51,0.0000,-47.31,871.48,0.0000
